t,y0,y1
0.0,0.0,0.1
0.00009999999999999999,0.000010000099983999838,0.1000019995199934
0.0006999999999999999,0.000070004894511604,0.10001397647773708
0.0043,0.00043018362732497137,0.10008511195650241
0.0259,0.0025964293823922445,0.10048568810005606
0.15550000000000003,0.015730744840577966,0.10192671052209035
0.4068724437232295,0.04122828063618532,0.09985193331866278
0.657546185448505,0.06531675292457031,0.09125667403426768
0.905638635539723,0.08625443583653174,0.07654264967833158
1.151211548026611,0.10269317228824504,0.05649996551503783
1.3953159700465436,0.11358946965976038,0.032134850784432366
1.6390416661354277,0.11812228116978372,0.00465603850699663
1.8828895467565294,0.11572273787861055,-0.024473094280760565
2.127054842391997,0.10617333554304977,-0.05359393172619423
2.3714227658917255,0.08968209737908647,-0.08092703104644249
2.6156749184996366,0.06692346628822676,-0.10469457295417184
2.8600704746079835,0.038941972995429175,-0.12330409179812968
3.1047479386226438,0.007151115515598001,-0.13535754464751448
3.3490752387627065,-0.02662140634244841,-0.1397541323355518
3.592075784626135,-0.06028287027717805,-0.13589521192658033
3.832609954789618,-0.09167979646065674,-0.12380339856721265
4.069442168993608,-0.11881921683799204,-0.10415243797186534
4.3034923873169335,-0.1402492807161352,-0.07792905455370408
4.536696273336277,-0.15482100425294948,-0.04623037018677912
4.770762927627514,-0.16150528515786472,-0.010349102107384746
5.006313790928978,-0.15944805489338904,0.028029777409179786
5.242955598792446,-0.1482098556271428,0.06680770129576885
5.480060108475566,-0.12793562759247684,0.10369576317102341
5.717110478297017,-0.0993719116284845,0.13642943797023846
5.954482777173075,-0.06369227923368095,0.16299551608532456
6.192387687751745,-0.022530865136789917,0.1815554471878865
6.430102360635227,0.021898395737268886,0.19055748182137738
6.665468410328537,0.06678383041190536,0.18907219712402118
6.897742282915349,0.10950501502841341,0.1770209115780991
7.124569995514454,0.14737044959384313,0.15524149845972277
7.347062213017408,0.1786945128646147,0.12494074645503424
7.568125225882861,0.20227174411148904,0.08722239310297762
7.790780006954726,0.21688366768014752,0.04317076154725491
8.016978494041595,0.22117231592055278,-0.005765282308401606
8.246355314634972,0.21395433927595262,-0.057270543241088843
8.477101712082199,0.19480788381347158,-0.10832670691375122
8.708011265585622,0.16420658818041634,-0.15591084079818907
8.939619097173814,0.12314466428158252,-0.19741466446146982
9.172117470406853,0.07323223908664701,-0.2302756865870685
9.404905480080524,0.01685144131440266,-0.25210991857364395
9.63644687090751,-0.04281917335225176,-0.2610723154402768
9.863945541337229,-0.10193611312764439,-0.25634414567578795
10.085017711073663,-0.15687140383817694,-0.23846404955012374
10.297964323412776,-0.20473143202875244,-0.20910929530272165
10.505855635101906,-0.24428992240985423,-0.1698057162454214
10.71306753514075,-0.2746162795170297,-0.12152761167392212
10.923914369262034,-0.2943897019085635,-0.06496582326687161
11.141539740789645,-0.3016621005082788,-0.0011811815025672967
11.364738010623357,-0.2943437497662296,0.0669493069313948
11.588412305354014,-0.2717508342387607,0.1346987857609797
11.812732544166082,-0.2342478968042207,0.1987400454724656
12.04073874162443,-0.18218424352644846,0.2564236820003033
12.27090993644821,-0.11747425326496984,0.3037662462125076
12.499124519262763,-0.04408026756933421,0.3369213046381272
12.724536557043882,0.03407850692624256,0.35374332513595225
12.945043498878102,0.1123379588041833,0.35315810965645283
13.158539378128847,0.18616699161276312,0.335657018541667
13.360171803194092,0.250881529895963,0.3038078262223685
13.553529812592958,0.3055875425565897,0.25996374898367497
13.744188226432064,0.3501033491906423,0.2052361404476692
13.93763386752485,0.38362509431617897,0.13986526746779027
14.13953805630489,0.40427591684581105,0.06355463187744434
14.352136024501148,0.40871636952322166,-0.022448448169089044
14.563664868496195,0.3947006493333413,-0.11009919994811578
14.770457220609924,0.363183044719071,-0.19415907036104207
14.984157658634228,0.31285670906858964,-0.275617414136072
15.2134143662909,0.24058618298406576,-0.3527367456746249
15.44440423224166,0.151537615298715,-0.4154173959276634
15.660268142857657,0.05707242108556322,-0.45676728292931995
15.869170965025642,-0.04091772045678456,-0.47811349044183454
