0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01
2.471334799120455256e-02,2.477200187417473616e-03,1.004648527284630888e-01
2.718468279032500989e-01,2.759436013353002565e-02,1.017777555988017973e-01
5.233854069457730684e-01,5.269033781109679765e-02,9.666428993156375715e-02
7.729537022278868408e-01,7.550889012955702695e-02,8.515203195710785433e-02
1.019786947651312170e+00,9.450657464494073567e-02,6.785336762209272232e-02
1.264525720393163244e+00,1.084903258430651440e-01,4.566983364800784873e-02
1.508345770692504084e+00,1.165244265005233593e-01,1.969596158958463253e-02
1.752111221163592747e+00,1.178936042972644760e-01,-8.746447395174015982e-03
1.995993290089068450e+00,1.121846441221915347e-01,-3.807461542587795705e-02
2.240346946299245356e+00,9.936037982443256256e-02,-6.659871371159019338e-02
2.484651943076546576e+00,7.985621778141739624e-02,-9.248876730519980938e-02
2.728928144036153469e+00,5.452534856372738548e-02,-1.140522609003311733e-01
2.973471746020636353e+00,2.457781636727970204e-02,-1.297825331152555606e-01
3.218127240804396383e+00,-8.383977404022371904e-03,-1.383978673756576794e-01
3.461812157973240822e+00,-4.235163401856843757e-02,-1.390076772809316630e-01
3.703966111294600516e+00,-7.524706303693809439e-02,-1.312871992081329209e-01
3.942794066783939400e+00,-1.048830542032515023e-01,-1.155811338476749883e-01
4.178127633881330460e+00,-1.295324985800925255e-01,-9.275470259486537361e-02
4.411534412978753039e+00,-1.479185170368330915e-01,-6.385023750063584247e-02
4.644976008428314707e+00,-1.589570591895892449e-01,-3.003348821811120672e-02
4.879738696779326368e+00,-1.616780259687738419e-01,7.244241244085881937e-03
5.115810607727063086e+00,-1.553903462320878337e-01,4.607614298958043891e-02
5.352831234845409014e+00,-1.399045367939474316e-01,8.428024240875758855e-02
5.589892356773323634e+00,-1.156690981418310449e-01,1.195063661559351842e-01
5.827035281143410295e+00,-8.363671165282166031e-02,1.496219436069958497e-01
6.064667605405920980e+00,-4.518159960917575435e-02,1.726945156817830951e-01
6.302658653830107482e+00,-2.191376103551051502e-03,1.869911659176392293e-01
6.539627342096568263e+00,4.282493157136121192e-02,1.911944802572218827e-01
6.774068670587259255e+00,8.710344402929859342e-02,1.847515748217671561e-01
